filename,label
Image_1.jpg,sitting
Image_2.jpg,using_laptop
Image_3.jpg,hugging
Image_4.jpg,sleeping
Image_5.jpg,using_laptop
Image_6.jpg,sleeping
Image_7.jpg,drinking
Image_8.jpg,hugging
Image_9.jpg,clapping
Image_10.jpg,dancing
Image_11.jpg,cycling
Image_12.jpg,drinking
Image_13.jpg,clapping
Image_14.jpg,calling
Image_15.jpg,sleeping
Image_16.jpg,drinking
Image_17.jpg,calling
Image_18.jpg,laughing
Image_19.jpg,using_laptop
Image_20.jpg,using_laptop
Image_21.jpg,clapping
Image_22.jpg,eating
Image_23.jpg,fighting
Image_24.jpg,listening_to_music
Image_25.jpg,dancing
Image_26.jpg,drinking
Image_27.jpg,cycling
Image_28.jpg,laughing
Image_29.jpg,drinking
Image_30.jpg,dancing
Image_31.jpg,listening_to_music
Image_32.jpg,cycling
Image_33.jpg,sitting
Image_34.jpg,sitting
Image_35.jpg,sleeping
Image_36.jpg,eating
Image_37.jpg,running
Image_38.jpg,running
Image_39.jpg,hugging
Image_40.jpg,hugging
Image_41.jpg,calling
Image_42.jpg,using_laptop
Image_43.jpg,listening_to_music
Image_44.jpg,cycling
Image_45.jpg,sleeping
Image_46.jpg,hugging
Image_47.jpg,texting
Image_48.jpg,sleeping
Image_49.jpg,using_laptop
Image_50.jpg,running
Image_51.jpg,hugging
Image_52.jpg,calling
Image_53.jpg,using_laptop
Image_54.jpg,drinking
Image_55.jpg,hugging
Image_56.jpg,cycling
Image_57.jpg,laughing
Image_58.jpg,calling
Image_59.jpg,clapping
Image_60.jpg,laughing
Image_61.jpg,texting
Image_62.jpg,sitting
Image_63.jpg,laughing
Image_64.jpg,using_laptop
Image_65.jpg,sleeping
Image_66.jpg,listening_to_music
Image_67.jpg,cycling
Image_68.jpg,clapping
Image_69.jpg,texting
Image_70.jpg,texting
Image_71.jpg,eating
Image_72.jpg,cycling
Image_73.jpg,drinking
Image_74.jpg,calling
Image_75.jpg,running
Image_76.jpg,drinking
Image_77.jpg,texting
Image_78.jpg,sitting
Image_79.jpg,calling
Image_80.jpg,hugging
Image_81.jpg,eating
Image_82.jpg,sleeping
Image_83.jpg,using_laptop
Image_84.jpg,using_laptop
Image_85.jpg,running
Image_86.jpg,calling
Image_87.jpg,using_laptop
Image_88.jpg,using_laptop
Image_89.jpg,listening_to_music
Image_90.jpg,calling
Image_91.jpg,dancing
Image_92.jpg,laughing
Image_93.jpg,cycling
Image_94.jpg,clapping
Image_95.jpg,using_laptop
Image_96.jpg,calling
Image_97.jpg,dancing
Image_98.jpg,drinking
Image_99.jpg,texting
Image_100.jpg,fighting
Image_101.jpg,hugging
Image_102.jpg,texting
Image_103.jpg,texting
Image_104.jpg,texting
Image_105.jpg,using_laptop
Image_106.jpg,drinking
Image_107.jpg,running
Image_108.jpg,eating
Image_109.jpg,sleeping
Image_110.jpg,calling
Image_111.jpg,fighting
Image_112.jpg,listening_to_music
Image_113.jpg,cycling
Image_114.jpg,running
Image_115.jpg,hugging
Image_116.jpg,sleeping
Image_117.jpg,calling
Image_118.jpg,laughing
Image_119.jpg,listening_to_music
Image_120.jpg,listening_to_music
Image_121.jpg,texting
Image_122.jpg,sleeping
Image_123.jpg,hugging
Image_124.jpg,sleeping
Image_125.jpg,dancing
Image_126.jpg,texting
Image_127.jpg,dancing
Image_128.jpg,eating
Image_129.jpg,eating
Image_130.jpg,sitting
Image_131.jpg,cycling
Image_132.jpg,dancing
Image_133.jpg,eating
Image_134.jpg,fighting
Image_135.jpg,laughing
Image_136.jpg,clapping
Image_137.jpg,cycling
Image_138.jpg,texting
Image_139.jpg,drinking
Image_140.jpg,dancing
Image_141.jpg,laughing
Image_142.jpg,drinking
Image_143.jpg,fighting
Image_144.jpg,clapping
Image_145.jpg,fighting
Image_146.jpg,sitting
Image_147.jpg,listening_to_music
Image_148.jpg,laughing
Image_149.jpg,clapping
Image_150.jpg,calling
Image_151.jpg,laughing
Image_152.jpg,calling
Image_153.jpg,drinking
Image_154.jpg,hugging
Image_155.jpg,fighting
Image_156.jpg,calling
Image_157.jpg,sleeping
Image_158.jpg,laughing
Image_159.jpg,sleeping
Image_160.jpg,drinking
Image_161.jpg,hugging
Image_162.jpg,sitting
Image_163.jpg,texting
Image_164.jpg,drinking
Image_165.jpg,eating
Image_166.jpg,clapping
Image_167.jpg,calling
Image_168.jpg,listening_to_music
Image_169.jpg,texting
Image_170.jpg,running
Image_171.jpg,clapping
Image_172.jpg,cycling
Image_173.jpg,laughing
Image_174.jpg,sleeping
Image_175.jpg,fighting
Image_176.jpg,eating
Image_177.jpg,sleeping
Image_178.jpg,cycling
Image_179.jpg,sleeping
Image_180.jpg,listening_to_music
Image_181.jpg,texting
Image_182.jpg,sleeping
Image_183.jpg,running
Image_184.jpg,dancing
Image_185.jpg,listening_to_music
Image_186.jpg,running
Image_187.jpg,hugging
Image_188.jpg,sitting
Image_189.jpg,hugging
Image_190.jpg,texting
Image_191.jpg,listening_to_music
Image_192.jpg,fighting
Image_193.jpg,using_laptop
Image_194.jpg,dancing
Image_195.jpg,sitting
Image_196.jpg,eating
Image_197.jpg,sitting
Image_198.jpg,drinking
Image_199.jpg,drinking
Image_200.jpg,laughing
Image_201.jpg,sitting
Image_202.jpg,eating
Image_203.jpg,texting
Image_204.jpg,hugging
Image_205.jpg,texting
Image_206.jpg,clapping
Image_207.jpg,drinking
Image_208.jpg,eating
Image_209.jpg,eating
Image_210.jpg,fighting
Image_211.jpg,sleeping
Image_212.jpg,listening_to_music
Image_213.jpg,dancing
Image_214.jpg,running
Image_215.jpg,laughing
Image_216.jpg,listening_to_music
Image_217.jpg,using_laptop
Image_218.jpg,running
Image_219.jpg,drinking
Image_220.jpg,listening_to_music
Image_221.jpg,cycling
Image_222.jpg,sitting
Image_223.jpg,eating
Image_224.jpg,running
Image_225.jpg,listening_to_music
Image_226.jpg,clapping
Image_227.jpg,clapping
Image_228.jpg,running
Image_229.jpg,laughing
Image_230.jpg,hugging
Image_231.jpg,calling
Image_232.jpg,fighting
Image_233.jpg,running
Image_234.jpg,calling
Image_235.jpg,sitting
Image_236.jpg,using_laptop
Image_237.jpg,sitting
Image_238.jpg,running
Image_239.jpg,sleeping
Image_240.jpg,laughing
Image_241.jpg,laughing
Image_242.jpg,sitting
Image_243.jpg,using_laptop
Image_244.jpg,drinking
Image_245.jpg,running
Image_246.jpg,dancing
Image_247.jpg,sitting
Image_248.jpg,using_laptop
Image_249.jpg,eating
Image_250.jpg,hugging
Image_251.jpg,texting
Image_252.jpg,fighting
Image_253.jpg,eating
Image_254.jpg,dancing
Image_255.jpg,cycling
Image_256.jpg,drinking
Image_257.jpg,laughing
Image_258.jpg,sleeping
Image_259.jpg,using_laptop
Image_260.jpg,running
Image_261.jpg,sitting
Image_262.jpg,fighting
Image_263.jpg,sleeping
Image_264.jpg,using_laptop
Image_265.jpg,eating
Image_266.jpg,running
Image_267.jpg,fighting
Image_268.jpg,dancing
Image_269.jpg,hugging
Image_270.jpg,hugging
Image_271.jpg,laughing
Image_272.jpg,eating
Image_273.jpg,listening_to_music
Image_274.jpg,drinking
Image_275.jpg,listening_to_music
Image_276.jpg,hugging
Image_277.jpg,hugging
Image_278.jpg,drinking
Image_279.jpg,using_laptop
Image_280.jpg,sleeping
Image_281.jpg,listening_to_music
Image_282.jpg,hugging
Image_283.jpg,calling
Image_284.jpg,clapping
Image_285.jpg,fighting
Image_286.jpg,drinking
Image_287.jpg,using_laptop
Image_288.jpg,listening_to_music
Image_289.jpg,listening_to_music
Image_290.jpg,calling
Image_291.jpg,clapping
Image_292.jpg,using_laptop
Image_293.jpg,clapping
Image_294.jpg,laughing
Image_295.jpg,sleeping
Image_296.jpg,running
Image_297.jpg,fighting
Image_298.jpg,clapping
Image_299.jpg,drinking
Image_300.jpg,cycling
Image_301.jpg,hugging
